Fund_Type,Fund_Manager,DBPedia_Fund_Manager,DBPediaURI_Fund_Manager,DBPediaData_Fund_Manager,Fund_Name,Fund_Contact,Fund_Contact_Telephone,Fund_Projected_Equity,Fund_Equity_Raised,Fund_Equity_Invested,Fund_Target_IRR,Fund_Minimum_IRR,Fund_Asset_Classes,Fund_Target_Locations,Fund_Data_Date,Fund_Data_Year,Fund_Currency
High Yield Debt,"De La Rosa Co., MJW Investments",,,,De La Rosa/MJW Real Estate Debt Partners,Anand Kapadia,310-207-1975,"300,000,000",,,13-16,0.13,"Distressed, Debt, Bridge Loans, Mezzanine Loans, Other","Western United States, Seattle",1/11/12,2012,
High Yield Debt,Duet Private Equity,,,,Duet European Real Estate Debt Fund 1,Alina Gorbacheva,646-747-2435,"325,340,000","268,400,000","175,000,000",17,0.17,Debt,Europe,1/11/12,2012,
High Yield Debt,Emerald Creek Capital,,,,Emerald Creek Capital Fund 1,Mark Bahiri,212-239-6861,"250,000,000",,,11-13,0.11,Debt,United States,1/11/12,2012,
High Yield Debt,Emerald Creek Capital,,,,Emerald Creek Capital Fund 1,Mark Bahiri,212-239-6861,"250,000,000",,,11-13,0.11,Debt,Western United States,1/11/12,2012,
High Yield Debt,Equibase Capital,,,,Equibase Real Estate Fund 2,John Didrickson,773-489-7600,"300,000,000",,,15,0.15,Mezzanine Loans,United States,1/11/12,2012,
High Yield Debt,Equibase Capital,,,,Equibase Real Estate Fund 2,Michael Husman,773-489-7600,"300,000,000",,,,,Debt,United States,1/11/12,2012,
High Yield Debt,Five Mile Capital,,,,Five Mile Capital Structured Income Fund 2,Jim Glasgow,203-905-0950,"1,530,400,000","1,530,400,000","1,000,000,000",15+,0.15,"Office, Retail","United States, Asia",1/11/11,2011,
High Yield Debt,Gemini Real Estate,,,,Gemini Opportunity Fund 4,Will Obeid,212-871-6280,"50,000,000","25,000,000","5,000,000",15,0.15,Mezzanine Loans,United States,1/11/12,2012,
High Yield Debt,Goldman Sachs,Goldman Sachs,http://live.dbpedia.org/resource/Goldman_Sachs,http://live.dbpedia.org/data/Goldman_Sachs.json,Goldman Sachs Real Estate Mezzanine Partners,Alan Kava,212-902-1000,"2,610,000,000","2,610,000,000","1,300,000,000",13-15,0.13,Debt,United States,1/11/12,2012,
High Yield Debt,Goldman Sachs,Goldman Sachs,http://live.dbpedia.org/resource/Goldman_Sachs,http://live.dbpedia.org/data/Goldman_Sachs.json,Goldman Sachs Real Estate Mezzanine Partners,Alan Kava,212-902-1000,"2,610,000,000","2,610,000,000","477,000,000",13-15,0.13,Mezzanine Loans,United States,1/11/12,2012,
High Yield Debt,Grosvenor Group,Grosvenor Group,http://live.dbpedia.org/resource/Grosvenor_Group,http://live.dbpedia.org/data/Grosvenor_Group.json,Grosvenor Residential Investment Partners Fund 1,John Gaghan,215-446-8108,"100,000,000","100,000,000","67,000,000",20,0.20,"Mezzanine Loans, Preferred Equity, B Notes, Debt","Boston, Florida",1/11/12,2012,
High Yield Debt,LNR Property,,,,LNR Archetype Real Estate Debt Fund,Robert Cherry,305-695-5500,"200,000,000","200,000,000","100,000,000",20,0.20,Debt,England,1/11/12,2012,
High Yield Debt,Malkin Properties,,,,Malkin Strategic Capital 6,George Perry,212-883-9436,"50,000,000",,,10+,0.10,Mezzanine Loans,New York City,1/11/12,2012,
High Yield Debt,Malkin Properties,,,,Malkin Strategic Capital 6,George Perry,212-883-9436,"50,000,000","15,000,000","15,000,000",10+,0.10,Preferred Equity,United States,1/11/12,2012,
High Yield Debt,Marathon Asset Management,Marathon Asset Management,http://live.dbpedia.org/resource/Marathon_Asset_Management,http://live.dbpedia.org/data/Marathon_Asset_Management.json,Marathon Real Estate Lending And Distressed Debt Program,"Scott Schwartz, Ron Bernstein",212-500-3000,"500,000,000","125,000,000","62,000,000",15-18,0.15,"Distressed, Debt, Bridge Loans, Mezzanine Loans, Other",United States,1/11/12,2012,
High Yield Debt,Marathon Asset Management,Marathon Asset Management,http://live.dbpedia.org/resource/Marathon_Asset_Management,http://live.dbpedia.org/data/Marathon_Asset_Management.json,Marathon Real Estate Lending And Distressed Debt Program,"Scott Schwartz, Ron Bernstein",212-500-3000,"500,000,000","125,000,000","62,000,000",15-18,0.15,"Debt, Mezzanine Loans, Preferred Equity, Bridge Loans",United States,1/11/11,2011,
High Yield Debt,NBS Real Estate Capital,,,,Morrison Street Fund 4,Rance Gregory,503-952-0700,"75,000,000","25,000,000",,12,0.12,"Mezzanine Loans, Preferred Equity, Distressed, Debt","United States, Canada, Mexico",1/11/12,2012,
High Yield Debt,Osprey Investment,,,,Osprey Fund 3,Wesley Marchal,810-225-9660,"150,000,000",,,18,0.18,Distressed,United States,1/11/12,2012,
High Yield Debt,Pacific Star,,,,Project Enterprise,Benett Theseira,65-6-538-0838,"500,000,000",,,20,0.20,Office,Southwestern United States,1/11/12,2012,
High Yield Debt,Pramerica Real Estate Investors,,,,Pramerica Real Estate Euromezz Fund,Andrew Macland,44-207-766-2445,"797,850,000","239,143,369",,12-14,0.12,Debt,Europe,1/11/12,2012,
High Yield Debt,Pramerica Real Estate Investors,,,,Pramerica Real Estate Euromezz Fund,Andrew Macland,44-207-766-2445,"813,350,000","243,789,257",,12-14,0.12,Mezzanine Loans,United States,1/11/12,2012,
High Yield Debt,Racebrook Capital,,,,Racebrook Capital Partners,Victor Fracaro,415-676-7985,"250,000,000",,,15,0.15,"Office, Multifamily","United States, International",1/11/12,2012,
High Yield Debt,Racebrook Capital,,,,Racebrook Capital Partners,Victor Fracaro,415-676-7985,"250,000,000",0,0,,,Office,United States,1/11/12,2012,
High Yield Debt,Rainier Capital,,,,Rainier Preferred Income Fund 6,Tim Nichols,214-234-8210,"50,000,000",0,0,11-13,0.11,"Debt, Mezzanine Loans, Preferred Equity, Bridge Loans","United States, Florida, Georgia, North Carolina",1/11/12,2012,
High Yield Debt,Rainier Capital,,,,Rainier Preferred Income Fund 5,Tim Nichols,214-234-8210,"50,000,000","22,000,000","20,000,000",9-12,0.09,Debt,"United States, Japan",1/11/12,2012,
High Yield Debt,RCG Longview,,,,RCG Longview Debt Fund 4,David Valger,212-356-9250,"602,000,000","602,000,000","250,000,000",13,0.13,Debt,England,1/11/12,2012,
High Yield Debt,"RCG Longview, Feil Organization, Estreich & Co.",,,,RCG Longview Debt Fund 4,Chris Labianca,212-356-9200,"602,000,000","602,000,000","400,000,000",13,0.13,"Debt, Preferred Equity",United States,1/11/12,2012,
High Yield Debt,RockBridge Capital,,,,Rockbridge Hospitality Fund 4,James Merkel,614-246-2505,"160,000,000","160,000,000","55,000,000",16-18,0.16,"Mezzanine Loans, Preferred Equity, B Notes, Debt",United States,1/11/11,2011,
High Yield Debt,RockBridge Capital,,,,Rockbridge Hospitality Fund 5,James Merkel,614-246-2505,"350,000,000",0,0,16-18,0.16,"Preferred Equity, Recapitalization",United States,1/11/12,2012,
High Yield Debt,Rossrock,,,,Rossrock Fund 2,James Ross,212-888-2720,"120,000,000","120,000,000","80,000,000",10,0.10,"Distressed, Debt, Bridge Loans, Mezzanine Loans, Other","Eastern United States, Washington D.C., Philadelphia, New York City, Boston",1/11/12,2012,
High Yield Debt,"Terra Capital Partners, Academy Properties",,,,Terra Academy California Realty Income Fund,Chance Mims,858-764-4314,"200,000,000",0,0,9-12,0.09,"Debt, Preferred Equity","California, San Francisco",1/11/12,2012,
High Yield Debt,Transwestern Investment,,,,Transwestern Mezzanine Realty Partners 3,Thomas Mccahill,303-328-2717,"427,000,000","427,000,000","175,000,000",13-15,0.13,Mezzanine Loans,United States,1/11/12,2012,
High Yield Debt,Tremont Realty Capital,,,,Tremont Special Opportunity Debt Fund,Richard Gallitto,617-867-0700,"300,000,000",,,17,0.17,Mezzanine Loans,Southwestern United States,1/11/12,2012,
High Yield Debt,Tremont Realty Capital,,,,Tremont Special Opportunity Debt Fund,Richard Gallitto,617-867-0700,"300,000,000",0,0,,,Debt,United States,1/11/12,2012,
High Yield Debt,Trez Capital,,,,Trez Capital Finance Fund 2,Mario Abreu,416-350-1293,"205,192,000","153,791,609","82,117,756",10-12,0.10,Debt,United States,1/11/12,2012,
High Yield Debt,Wrightwood Capital,,,,Wrightwood Capital High Yield Partners 2,David Friedman,312-324-5900,"243,000,000","243,000,000","155,000,000",13-15,0.13,Debt,United States,1/11/12,2012,
High Yield Debt,Wrightwood Capital,,,,Wrightwood Capital High Yield Partners 2,David Friedman,312-324-5900,"243,000,000","243,000,000","90,000,000",13-15,0.13,"Mezzanine Loans, Preferred Equity, Distressed, Debt","Europe, Ukraine, Russia",1/11/12,2012,
Opportunity,Acadia Realty Trust,Acadia Realty Trust,http://live.dbpedia.org/resource/Acadia_Realty_Trust,http://live.dbpedia.org/data/Acadia_Realty_Trust.json,Acadia Strategic Opportunity Fund 4,Joel Braun,914-288-8146,"541,000,000","541,000,000","100,000,000",16,0.16,Retail,United States,3/1/13,2013,USD
Opportunity,Acadia Realty Trust,Acadia Realty Trust,http://live.dbpedia.org/resource/Acadia_Realty_Trust,http://live.dbpedia.org/data/Acadia_Realty_Trust.json,Acadia Strategic Opportunity Fund 3,Joel Braun,914-288-8146,"502,000,000","502,000,000","96,500,000",17,0.17,Retail,United States,1/11/12,2012,
Opportunity,Acadia Realty Trust,Acadia Realty Trust,http://live.dbpedia.org/resource/Acadia_Realty_Trust,http://live.dbpedia.org/data/Acadia_Realty_Trust.json,Acadia Strategic Opportunity Fund 3,Joel Braun,914-288-8146,"502,500,000","502,500,000","250,000,000",,,Retail,United States,1/11/12,2012,
Opportunity,Actis Capital,Actis Capital,http://live.dbpedia.org/resource/Actis_Capital,http://live.dbpedia.org/data/Actis_Capital.json,Actis Africa Real Estate 2,David Morley,44-207-234-5000,"278,000,000","278,000,000","70,000,000",,0.00,"Office, Retail",Sub-Saharan Africa,3/1/13,2013,USD
Opportunity,Activum SG Capital,,,,Activum Fund 2,Saul Goldstein,44-153-482-5215,"309,000,000","309,000,000","189,000,000",20,0.20,"Office, Retail",Germany,3/1/13,2013,EU
Opportunity,Activum SG Capital,,,,Activum Fund 2,Saul Goldstein,44-153-482-5215,"275,540,000","206,655,000","13,777,000",20,0.20,Office,Brazil,1/11/12,2012,
Opportunity,Activum SG Capital,,,,Activum Fund 2,Saul Goldstein,44-153-482-5215,"316,801,800","316,801,800","71,935,014",20,0.20,Office,Germany,1/11/12,2012,
Opportunity,Aetos Capital,,,,Aetos Capital Asia Fund 5,Chris Taube,212-201-2553,"1,000,000,000",0,0,17,0.17,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",Asia,3/1/13,2013,USD
Opportunity,Aetos Capital,,,,Aetos Capital Asia Fund 3,Chris Taube,212-201-2553,"568,000,000","568,000,000","250,000,000",20,0.20,Office,Europe,1/11/12,2012,
Opportunity,Aetos Capital,,,,Aetos Capital Asia Fund 4,Chris Taube,212-201-2553,"1,000,000,000","250,000,000",,20,0.20,Office,United States,1/11/12,2012,
Opportunity,Aetos Capital,,,,Aetos Capital Asia Fund 4,Chris Taube,212-201-2553,"1,000,000,000","250,000,000",0,,,Office,Asia,1/11/12,2012,
Opportunity,AEW Capital,,,,AEW Europe Partners,Russell Jewel,44-207-016-4867,"455,000,000",0,0,17,0.17,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",Europe,3/1/13,2013,EU
Opportunity,AEW Capital,,,,AEW Partners 7,Marc Davidson,617-261-9287,"500,000,000","89,000,000",0,16-18,0.16,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",United States,3/1/13,2013,USD
Opportunity,AEW Capital,,,,AEW Europe Partners,Russell Jewel,44-207-016-4867,"465,885,000",0,0,17,0.17,Office,Europe,1/11/12,2012,
Opportunity,AEW Capital,,,,AEW Partners 6,Marc Davidson,617-261-9287,"424,000,000","424,000,000","175,000,000",16-18,0.16,Office,United States,1/11/11,2011,
Opportunity,AEW Capital,,,,AEW Partners 6,Marc Davidson,617-261-9287,"424,000,000","424,000,000","267,000,000",16-18,0.16,Office,United States,1/11/12,2012,
Opportunity,AEW Capital,,,,European Property Investors Special Opportunities Fund,Rob Wilkinson,44-207-016-4800,"1,085,627,600","1,085,627,600","709,528,093",16,0.16,Office,Europe,1/11/12,2012,
Opportunity,Alcion Ventures,,,,Alcion Real Estate Partners 2,Martin Zieff,617-603-1000,"500,000,000","500,000,000","160,000,000",20,0.20,"Distressed, Debt, Bridge Loans, Mezzanine Loans, Other",United States,3/1/13,2013,USD
Opportunity,Alcion Ventures,,,,Alcion Real Estate Partners 2,Martin Zieff,617-603-1000,"400,000,000","300,000,000",,20,0.20,"Distressed, Debt, Bridge Loans, Mezzanine Loans, Other",Asia,1/11/12,2012,
Opportunity,Alcion Ventures,,,,Alcion Real Estate Partners 2,Martin Zieff,617-603-1000,"500,000,000","500,000,000","160,000,000",,,"Distressed, Debt, Preferred Equity",United States,1/11/12,2012,
Opportunity,Alliance Residential,,,,Alliance Residential Fund 2,Adam Fruitbine,212-626-2630,"400,000,000",0,0,16,0.16,Multifamily,United States,3/1/13,2013,USD
Opportunity,Alliance Residential,,,,Alliance Residential Fund 2,Adam Fruitbine,212-626-2630,"400,000,000",0,0,17,0.17,Multifamily,United States,1/11/12,2012,
Opportunity,AllianceBernstein,AllianceBernstein,http://live.dbpedia.org/resource/AllianceBernstein,http://live.dbpedia.org/data/AllianceBernstein.json,AllianceBernstein U.S. Real Estate Partners,Adam Brooks,212-823-3290,"680,000,000","680,000,000","300,000,000",16-18,0.16,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",United States,3/1/13,2013,USD
Opportunity,AllianceBernstein,AllianceBernstein,http://live.dbpedia.org/resource/AllianceBernstein,http://live.dbpedia.org/data/AllianceBernstein.json,AllianceBernstein U.S. Real Estate Partners,Adam Brooks,212-823-3290,"1,000,000,000","500,000,000",,16-18,0.16,Distressed,United States,1/11/11,2011,
Opportunity,AllianceBernstein,AllianceBernstein,http://live.dbpedia.org/resource/AllianceBernstein,http://live.dbpedia.org/data/AllianceBernstein.json,AllianceBernstein U.S. Real Estate Partners,Adam Brooks,212-823-3290,"1,000,000,000","700,000,000","100,000,000",16-18,0.16,Distressed,United States,1/11/12,2012,
Opportunity,"Angelo, Gordon & Co.","Angelo, Gordon & Co.","http://live.dbpedia.org/resource/Angelo,_Gordon_&_Co.","http://live.dbpedia.org/data/Angelo,_Gordon_&_Co..json",AG Asia Realty Fund 2,Wilson Leung,852-3416-7328,"615,000,000","615,000,000","291,000,000",20,0.20,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",Asia,3/1/13,2013,USD
Opportunity,"Angelo, Gordon & Co.","Angelo, Gordon & Co.","http://live.dbpedia.org/resource/Angelo,_Gordon_&_Co.","http://live.dbpedia.org/data/Angelo,_Gordon_&_Co..json",AG Realty Fund 8,Adam Schwartz,212-692-2059,"1,265,000,000","1,265,000,000","436,000,000",20,0.20,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land","United States, Europe, Asia",3/1/13,2013,USD
Opportunity,"Angelo, Gordon & Co.","Angelo, Gordon & Co.","http://live.dbpedia.org/resource/Angelo,_Gordon_&_Co.","http://live.dbpedia.org/data/Angelo,_Gordon_&_Co..json",AG Asia Realty Fund 2,Wilson Leung,852-3416-7328,"615,000,000","615,000,000","83,000,000",,,Office,Asia,1/11/12,2012,
Opportunity,"Angelo, Gordon & Co.","Angelo, Gordon & Co.","http://live.dbpedia.org/resource/Angelo,_Gordon_&_Co.","http://live.dbpedia.org/data/Angelo,_Gordon_&_Co..json",AG Asia Realty Fund 2,Wilson Leung,852-3416-7328,"635,000,000","635,000,000","32,000,000",20,0.20,Office,United States,1/11/12,2012,
Opportunity,"Angelo, Gordon & Co.","Angelo, Gordon & Co.","http://live.dbpedia.org/resource/Angelo,_Gordon_&_Co.","http://live.dbpedia.org/data/Angelo,_Gordon_&_Co..json",AG Realty Fund 8,Adam Schwartz,212-692-2059,"1,250,000,000","1,050,000,000","300,000,000",,,"Office, Industrial","United States, Europe",1/11/12,2012,
Opportunity,"Angelo, Gordon & Co.","Angelo, Gordon & Co.","http://live.dbpedia.org/resource/Angelo,_Gordon_&_Co.","http://live.dbpedia.org/data/Angelo,_Gordon_&_Co..json",AG Realty Fund 8,Adam Schwartz,212-692-2059,"1,250,000,000","200,000,000",,20,0.20,Office,China,1/11/12,2012,
Opportunity,ARA Group,,,,ARA Asia Dragon Fund 2,John Lim,656-835-9232,"441,000,000","441,000,000","46,000,000",18-20,0.18,"Office, Multifamily, Retail",Asia,3/1/13,2013,USD
Opportunity,ARA Group,,,,ARA Asia Dragon Fund 2,John Lim,656-835-9232,"1,000,000,000",,,18-20,0.18,Office,United States,1/11/11,2011,
Opportunity,ARA Group,,,,ARA Asia Dragon Fund 2,John Lim,656-835-9232,"1,000,000,000","400,000,000",0,18-20,0.18,Office,Asia,1/11/12,2012,
Opportunity,Arch Capital,,,,Arch Capital-TRG Asian Partners,Leonard Wei,852-2287-4680,"387,000,000","387,000,000","270,000,000",16+,0.16,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",Asia,3/1/13,2013,USD
Opportunity,AREA Property Partners,AREA Property Partners,http://live.dbpedia.org/resource/AREA_Property_Partners,http://live.dbpedia.org/data/AREA_Property_Partners.json,AREA European Real Estate Fund 4,William Benjamin,44-207-259-3010,"974,000,000",0,0,16+,0.16,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",Europe,3/1/13,2013,EU
Opportunity,AREA Property Partners,AREA Property Partners,http://live.dbpedia.org/resource/AREA_Property_Partners,http://live.dbpedia.org/data/AREA_Property_Partners.json,AREA Real Estate Opportunity Fund 6,Richard Mack,212-515-3233,"518,000,000","518,000,000","175,000,000",14-18,0.14,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",United States,3/1/13,2013,USD
Opportunity,AREA Property Partners,AREA Property Partners,http://live.dbpedia.org/resource/AREA_Property_Partners,http://live.dbpedia.org/data/AREA_Property_Partners.json,AREA European Real Estate Fund 3,William Benjamin,44-207-259-3000,"1,375,000,000","1,375,000,000","929,000,000",16,0.16,Office,United States,1/11/12,2012,
Opportunity,AREA Property Partners,AREA Property Partners,http://live.dbpedia.org/resource/AREA_Property_Partners,http://live.dbpedia.org/data/AREA_Property_Partners.json,AREA Real Estate Opportunity Fund 6,"Richard Mack, John Jacobsson",212-515-3400,"1,000,000,000","550,000,000",,14-18,0.14,"Office, Multifamily",United States,1/11/11,2011,
Opportunity,AREA Property Partners,AREA Property Partners,http://live.dbpedia.org/resource/AREA_Property_Partners,http://live.dbpedia.org/data/AREA_Property_Partners.json,AREA Real Estate Opportunity Fund 6,"Richard Mack, John Jacobsson",212-515-3233,"518,000,000","518,000,000",0,14-18,0.14,"Office, Retail",United States,1/11/12,2012,
Opportunity,AREA Property Partners,AREA Property Partners,http://live.dbpedia.org/resource/AREA_Property_Partners,http://live.dbpedia.org/data/AREA_Property_Partners.json,Sun-Apollo India Real Estate Fund,Prakash Kalothia,91-226-688-6100,"630,000,000","630,000,000","394,000,000",20+,0.20,Office,Europe,1/11/11,2011,
Opportunity,AREA Property Partners,AREA Property Partners,http://live.dbpedia.org/resource/AREA_Property_Partners,http://live.dbpedia.org/data/AREA_Property_Partners.json,Sun-Apollo India Real Estate Fund,Prakash Kalothia,91-226-688-6128,"630,000,000","630,000,000","391,000,000",20+,0.20,Office,India,1/11/12,2012,
Opportunity,Artemis Real Estate,,,,Artemis Real Estate Partners Fund 1,Deborah Harmon,202-729-6588,"436,000,000","436,000,000","217,000,000",16,0.16,"Distressed, Debt, Bridge Loans, Mezzanine Loans, Other",United States,3/1/13,2013,USD
Opportunity,Artemis Real Estate,,,,Artemis Real Estate Partners Fund 1,Deborah Harmon,202-729-6588,"436,000,000","436,000,000",0,16,0.16,Distressed,United States,1/11/12,2012,
Opportunity,Artemis Real Estate,,,,Artemis Real Estate Partners Fund 1,Deborah Harmon,202-729-6588,"500,000,000","162,500,000",,16-18,0.16,Distressed,United States,1/11/11,2011,
Opportunity,Avanti Properties,,,,Avanti Strategic Land Investors 7,Marvin Shapiro,407-628-8488,"137,000,000","137,000,000","20,000,000",18,0.18,Land,"Southwestern United States, Western United States",3/1/13,2013,USD
Opportunity,Avanti Properties,,,,Avanti Strategic Land Investors 7,Marvin Shapiro,407-628-8488,"350,000,000",0,0,18,0.18,Land,Southwestern United States,1/11/12,2012,
Opportunity,Avenida Capital,,,,Avenida Colombia Real Estate Fund 1,Alex Chalmers,212-220-5856,"125,000,000","32,000,000","10,000,000",16,0.16,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",Colombia,3/1/13,2013,USD
Opportunity,Beacon Capital,,,,Beacon Capital Strategic Partners 6,Jeff Brown,617-457-0411,"2,500,000,000","2,500,000,000","1,850,000,000",15-17,0.15,Office,"United States, Europe",3/1/13,2013,USD
Opportunity,Beacon Capital,,,,Beacon Capital Strategic Partners 6,Jeff Brown,617-457-0411,"2,500,000,000","2,500,000,000","200,000,000",15-17,0.15,Office,Japan,1/11/11,2011,
Opportunity,Beacon Capital,,,,Beacon Capital Strategic Partners 6,Jeff Brown,617-457-0411,"2,500,000,000","2,500,000,000","200,000,000",15-17,0.15,Office,"United States, Europe",1/11/12,2012,
Opportunity,Benson Elliot Capital,,,,Benson Elliot Real Estate Partners 3,Trish Barrigan,44-207-808-8907,"656,000,000","656,000,000","169,000,000",16+,0.16,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",Europe,3/1/13,2013,EU
Opportunity,Benson Elliot Capital,,,,Benson Elliot Real Estate Partners 3,Trish Barrigan,44-207-808-8907,"672,205,500","672,205,500","133,091,782",16+,0.16,Office,Europe,1/11/12,2012,
Opportunity,Benson Elliot Capital,,,,Benson Elliot Real Estate Partners 3,Trish Barrigan,44-207-808-8907,"695,738,500","695,738,500",,16+,0.16,Office,New York City,1/11/11,2011,
Opportunity,Black Creek Group,,,,Mexico Residential Fund,Bob Batting,303-869-4600,"513,000,000","513,000,000","265,000,000",20+,0.20,Residential,Mexico,3/1/13,2013,USD
Opportunity,Black Creek Group,,,,Mexico Residential Fund,Bob Batting,303-869-4600,"513,000,000","513,000,000","140,000,000",20+,0.20,Multifamily,Mexico,1/11/12,2012,
Opportunity,Black Creek Group,,,,Mexico Residential Fund,Bob Batting,303-869-4600,"513,000,000","513,000,000","140,000,000",20+,0.20,Multifamily,United States,1/11/11,2011,
Opportunity,Blackstone Group,Blackstone Group,http://live.dbpedia.org/resource/Blackstone_Group,http://live.dbpedia.org/data/Blackstone_Group.json,Blackstone Real Estate Partners 7,A.J. Agarwal,212-583-5802,"13,300,000,000","13,300,000,000","5,985,000,000",20,0.20,"Office, Lodging",Global,3/1/13,2013,USD
Opportunity,Blackstone Group,Blackstone Group,http://live.dbpedia.org/resource/Blackstone_Group,http://live.dbpedia.org/data/Blackstone_Group.json,Blackstone Real Estate Partners 7,Jonathan Gray,212-583-5803,"10,000,000,000",,,20,0.20,"Office, Lodging",Europe,1/11/12,2012,
Opportunity,Blackstone Group,Blackstone Group,http://live.dbpedia.org/resource/Blackstone_Group,http://live.dbpedia.org/data/Blackstone_Group.json,Blackstone Real Estate Partners Asia,Chris Heady,852-3656-8672,"3,500,000,000",0,0,16+,0.16,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",Asia,3/1/13,2013,USD
Opportunity,Blackstone Group,Blackstone Group,http://live.dbpedia.org/resource/Blackstone_Group,http://live.dbpedia.org/data/Blackstone_Group.json,Blackstone Real Estate Partners Europe 3,Ken Caplan,44-207-451-4282,"4,222,000,000","4,222,000,000","3,214,000,000",20,0.20,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",Europe,3/1/13,2013,EU
Opportunity,Blackstone Group,Blackstone Group,http://live.dbpedia.org/resource/Blackstone_Group,http://live.dbpedia.org/data/Blackstone_Group.json,Blackstone Real Estate Partners Europe 3,Chad Pike,44-207-451-4233,"4,270,870,000","4,270,870,000","259,280,597",20,0.20,Office,Latin America,1/11/12,2012,
Opportunity,Blackstone Group,Blackstone Group,http://live.dbpedia.org/resource/Blackstone_Group,http://live.dbpedia.org/data/Blackstone_Group.json,Blackstone Real Estate Special Situations Europe,Chad Pike,44-207-451-4233,"1,377,700,000",,,20,0.20,Office,Europe,1/11/12,2012,
Opportunity,BLG Capital,,,,BLG Turkish Real Estate Fund,Frank RoccoGrande,90-212-381-2222,"185,000,000","185,000,000","12,000,000",,0.00,"Lodging, Multifamily, Student Housing",Turkey,3/1/13,2013,EU
Opportunity,Blue Vista Capital,,,,Blue Vista Sponsor Equity Fund 3,Robert Byron,312-324-6062,"300,000,000","140,000,000","40,000,000",18,0.18,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",United States,3/1/13,2013,USD
Opportunity,Blue Vista Capital,,,,Blue Vista Sponsor Equity Fund 3,Chris Winnen,312-324-6062,"300,000,000",,,18,0.18,Office,United States,1/11/12,2012,
Opportunity,Blue Vista Capital,,,,Blue Vista Sponsor Equity Fund 3,Chris Winnen,312-324-6062,"300,000,000","40,000,000",0,18,0.18,Office,United States,1/11/12,2012,
Opportunity,Blue Vista Capital,,,,BV Student Housing Fund 2,Peter Stelian,312-324-6060,"300,000,000","150,000,000",,15-17,0.15,Student Housing,Northeastern United States,1/11/11,2011,
Opportunity,Bluehouse Capital,,,,Bluehouse Accession Property Fund 3,Julia Bernard,30-210-362-8900,"156,000,000","156,000,000","103,000,000",20,0.20,"Office, Residential, Retail",Eastern Europe,3/1/13,2013,EU
Opportunity,Bluehouse Capital,,,,Bluehouse Accession Property Fund 3,Julia Bernard,30-210-362-8900,"159,732,000","159,732,000","71,894,254",,,Office,Balkans,1/11/12,2012,
Opportunity,Bluehouse Capital,,,,Bluehouse Accession Property Fund 3,Julia Bernard,30-210-362-8900,"165,324,000","165,324,000","51,342,857",20,0.20,Office,United States,1/11/12,2012,
Opportunity,Bridge Investment Group,,,,ROC Fund 2,Dan Stanger,801-284-2900,"375,000,000",0,0,20,0.20,"Multifamily, Office, Other",United States,3/1/13,2013,USD
Opportunity,Bristol Group,,,,Bristol Value 2,Jim Curtis,415-398-1022,"160,000,000","160,000,000",0,14-18,0.14,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",United States,3/1/13,2013,USD
Opportunity,Bristol Group,,,,Bristol Value 2,Jim Curtis,415-398-1022,"250,000,000","100,000,000",,14-18,0.14,Office,United States,1/11/11,2011,
Opportunity,Bristol Group,,,,Bristol Value 2,Jim Curtis,415-398-1022,"250,000,000","100,000,000",0,14-18,0.14,Office,United States,1/11/12,2012,
Opportunity,Brockton Capital,,,,Brockton Capital Fund 2,David Marks,44-207-220-2555,"752,000,000","752,000,000","235,000,000",20,0.20,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",England,3/1/13,2013,GBP
Opportunity,Brockton Capital,,,,Brockton Capital Fund 2,David Marks,44-207-220-2555,"797,850,000","797,850,000","171,665,027",,,Office,England,1/11/12,2012,
Opportunity,Brockton Capital,,,,Brockton Capital Fund 2,David Marks,44-207-220-2555,"813,350,000","813,350,000","125,130,769",20,0.20,"Office, Multifamily","Turkey, Eastern Europe",1/11/12,2012,
Opportunity,Brookdale Group,,,,Brookdale Investors 6,Dan Ethridge,404-364-8085,"410,000,000","410,000,000","200,000,000",16-19,0.16,Office,United States,3/1/13,2013,USD
Opportunity,Brookdale Group,,,,Brookdale Investors 6,Dan Ethridge,404-364-8085,"410,000,000","410,000,000",,16-19,0.16,Office,"California, Phoenix, Atlanta, Florida",1/11/11,2011,
Opportunity,Brookdale Group,,,,Brookdale Investors 6,Dan Ethridge,404-364-8085,"410,000,000","410,000,000","200,000,000",16-19,0.16,Office,United States,1/11/12,2012,
